id,source_app,created,modified,source_attendant,last_name,first_name,date_of_birth,email,phone,height,weight,process_date,load_filename,load_timestamp,gender,year,age,bmi,customer_type,scan_count,last_scan_date
c2c18efb-6ff2-4492-bc81-2d5f80a94efe,095e3581-c21b-4abb-9602-8579d32c6c8e,05-10-2024 00:00,15-10-2024 00:00,30028,Miller,Michael,23-04-1965,michael.miller66@email.com,7076811348,70,235,16-10-2024,userId-c2c18efb-6ff2-4492-bc81-2d5f80a94efe_2024_10_15_00_00_00.json,31:44.8,male,1965,60,74.3,REGULAR,1,15-10-2024
65fe4639-e28c-48b5-9833-89c1ccc7550a,095e3581-c21b-4abb-9602-8579d32c6c8e,30-07-2024 00:00,25-08-2024 00:00,72518,Miller,Thomas,01-06-1971,thomas.miller306@email.com,8531118333,80,397,26-08-2024,userId-65fe4639-e28c-48b5-9833-89c1ccc7550a_2024_08_25_00_00_00.json,36:44.9,male,1971,54,96.1,RETURNING,8,25-08-2024
b6b274c4-0e29-4ea4-a3dc-4b13f13faf2d,095e3581-c21b-4abb-9602-8579d32c6c8e,12-08-2024 00:00,20-08-2024 00:00,99016,Allen,Elizabeth,26-07-1972,elizabeth.allen742@email.com,1116402431,83,207,21-08-2024,userId-b6b274c4-0e29-4ea4-a3dc-4b13f13faf2d_2024_08_20_00_00_00.json,51:37.3,female,1972,53,46.6,REGULAR,3,20-08-2024
14eef4b1-cd88-4722-af53-e26a0bc53bf5,095e3581-c21b-4abb-9602-8579d32c6c8e,21-02-2024 00:00,29-02-2024 00:00,59692,Garcia,Elizabeth,09-07-1969,elizabeth.garcia259@email.com,4585915088,78,254,01-03-2024,userId-14eef4b1-cd88-4722-af53-e26a0bc53bf5_2024_02_29_00_00_00.json,40:11.9,female,1969,56,64.7,NEW,6,29-02-2024
bf8f6392-3a14-4170-86fb-ab471e07cb87,095e3581-c21b-4abb-9602-8579d32c6c8e,17-08-2024 00:00,06-09-2024 00:00,12671,Brown,Michael,20-03-1949,michael.brown245@email.com,5837082260,69,393,07-09-2024,userId-bf8f6392-3a14-4170-86fb-ab471e07cb87_2024_09_06_00_00_00.json,52:17.4,male,1949,76,127.9,REGULAR,5,06-09-2024
09ce4ffd-8404-4e3a-a89e-a65f0888d1df,095e3581-c21b-4abb-9602-8579d32c6c8e,12-01-2025 00:00,17-01-2025 00:00,85849,Johnson,David,01-05-1983,david.johnson590@email.com,9410288290,71,399,18-01-2025,userId-09ce4ffd-8404-4e3a-a89e-a65f0888d1df_2025_01_17_00_00_00.json,35:55.4,male,1983,42,122.7,NEW,10,17-01-2025
b1e932a7-9f52-467f-b0e2-92508de82220,095e3581-c21b-4abb-9602-8579d32c6c8e,04-10-2025 00:00,11-10-2025 00:00,55508,Smith,Thomas,18-07-1951,thomas.smith678@email.com,2591589823,77,375,12-10-2025,userId-b1e932a7-9f52-467f-b0e2-92508de82220_2025_10_11_00_00_00.json,42:51.6,male,1951,74,98.0,NEW,7,11-10-2025
b337fff8-36dc-4712-bd69-bd5ae4ab66fe,095e3581-c21b-4abb-9602-8579d32c6c8e,16-05-2025 00:00,19-05-2025 00:00,33086,Miller,Jennifer,24-09-1972,jennifer.miller989@email.com,8088660633,79,362,20-05-2025,userId-b337fff8-36dc-4712-bd69-bd5ae4ab66fe_2025_05_19_00_00_00.json,49:44.8,female,1972,53,89.9,REGULAR,7,19-05-2025
7248a555-dd32-43bf-93ad-4016ff2b469e,095e3581-c21b-4abb-9602-8579d32c6c8e,29-08-2025 00:00,06-09-2025 00:00,70910,Brown,Richard,19-10-1965,richard.brown685@email.com,6922713963,75,222,07-09-2025,userId-7248a555-dd32-43bf-93ad-4016ff2b469e_2025_09_06_00_00_00.json,11:41.6,male,1965,60,61.2,RETURNING,8,06-09-2025
d2b8cd19-097b-4158-aa88-0048e29f32e6,095e3581-c21b-4abb-9602-8579d32c6c8e,05-08-2024 00:00,16-08-2024 00:00,46211,Cowen,Thomas,18-01-1996,thomas.cowen530@email.com,5071897791,76,287,17-08-2024,userId-d2b8cd19-097b-4158-aa88-0048e29f32e6_2024_08_16_00_00_00.json,15:25.7,male,1996,29,77.0,REGULAR,9,16-08-2024
f898227f-af61-4a71-9ca2-c4e0c2ed606c,095e3581-c21b-4abb-9602-8579d32c6c8e,03-09-2024 00:00,25-09-2024 00:00,39045,Jones,James,13-12-1975,james.jones250@email.com,7792729530,83,314,26-09-2024,userId-f898227f-af61-4a71-9ca2-c4e0c2ed606c_2024_09_25_00_00_00.json,40:45.9,male,1975,50,70.6,VIP,7,25-09-2024
1ec8fc17-70f6-4778-88c8-5673bab5f573,095e3581-c21b-4abb-9602-8579d32c6c8e,17-07-2025 00:00,27-07-2025 00:00,25814,Brown,David,24-04-1967,david.brown324@email.com,1795212538,82,269,28-07-2025,userId-1ec8fc17-70f6-4778-88c8-5673bab5f573_2025_07_27_00_00_00.json,23:57.8,male,1967,58,62.0,VIP,10,27-07-2025
b843ea4f-06f5-4939-abd6-1d0a163cbf62,095e3581-c21b-4abb-9602-8579d32c6c8e,21-06-2025 00:00,10-07-2025 00:00,33519,Garcia,Michael,10-01-1963,michael.garcia726@email.com,3294092753,71,249,11-07-2025,userId-b843ea4f-06f5-4939-abd6-1d0a163cbf62_2025_07_10_00_00_00.json,27:12.1,male,1963,62,76.6,VIP,3,10-07-2025
f234fe99-4870-42a8-a1c9-8af31bb1d8f0,095e3581-c21b-4abb-9602-8579d32c6c8e,15-10-2025 00:00,11-11-2025 00:00,71524,Jones,Thomas,16-08-1993,thomas.jones349@email.com,5515628633,83,226,12-11-2025,userId-f234fe99-4870-42a8-a1c9-8af31bb1d8f0_2025_11_11_00_00_00.json,40:17.2,male,1993,32,50.8,REGULAR,8,11-11-2025
7f6ac7ee-e9b6-4eea-8622-035bb71a5e77,095e3581-c21b-4abb-9602-8579d32c6c8e,16-03-2024 00:00,03-04-2024 00:00,21164,Jones,Thomas,08-02-1985,thomas.jones572@email.com,8578226896,69,238,04-04-2024,userId-7f6ac7ee-e9b6-4eea-8622-035bb71a5e77_2024_04_03_00_00_00.json,48:48.4,male,1985,40,77.5,REGULAR,8,03-04-2024
679b80b5-c0be-4b6e-af32-18ea0fcb9aec,095e3581-c21b-4abb-9602-8579d32c6c8e,29-03-2025 00:00,07-04-2025 00:00,23006,Cowen,Thomas,25-04-2000,thomas.cowen641@email.com,6201313620,81,278,08-04-2025,userId-679b80b5-c0be-4b6e-af32-18ea0fcb9aec_2025_04_07_00_00_00.json,52:15.3,male,2000,25,65.7,RETURNING,3,07-04-2025
3d08e595-8b8b-43ab-8e69-415205e30c1b,095e3581-c21b-4abb-9602-8579d32c6c8e,19-07-2025 00:00,21-07-2025 00:00,48175,Davis,Karen,02-04-1955,karen.davis296@email.com,8331319481,68,304,22-07-2025,userId-3d08e595-8b8b-43ab-8e69-415205e30c1b_2025_07_21_00_00_00.json,54:39.2,female,1955,70,101.9,RETURNING,5,21-07-2025
4d9c43ab-7c7d-4919-81a2-ec30782a4b4e,095e3581-c21b-4abb-9602-8579d32c6c8e,02-10-2025 00:00,20-10-2025 00:00,94886,Brown,Joseph,05-05-1987,joseph.brown847@email.com,1610900200,74,308,21-10-2025,userId-4d9c43ab-7c7d-4919-81a2-ec30782a4b4e_2025_10_20_00_00_00.json,13:20.5,male,1987,38,87.2,VIP,8,20-10-2025
69dcfdf3-45ed-4779-9c30-c3a5c0286d6b,095e3581-c21b-4abb-9602-8579d32c6c8e,07-05-2024 00:00,21-05-2024 00:00,80776,Rodriguez,Barbara,16-08-1989,barbara.rodriguez83@email.com,3568547910,77,379,22-05-2024,userId-69dcfdf3-45ed-4779-9c30-c3a5c0286d6b_2024_05_21_00_00_00.json,37:57.6,female,1989,36,99.1,VIP,1,21-05-2024
b43299e9-97b7-4a7a-acc0-070584c5f426,095e3581-c21b-4abb-9602-8579d32c6c8e,03-04-2024 00:00,10-04-2024 00:00,32962,Smith,Thomas,16-09-1988,thomas.smith668@email.com,2194673401,68,395,11-04-2024,userId-b43299e9-97b7-4a7a-acc0-070584c5f426_2024_04_10_00_00_00.json,47:37.8,male,1988,37,132.4,NEW,8,10-04-2024
33231498-b236-4891-a2ec-9b322e4dbcff,095e3581-c21b-4abb-9602-8579d32c6c8e,22-12-2024 00:00,04-01-2025 00:00,63955,Garcia,Robert,23-08-1966,robert.garcia296@email.com,5452580287,78,371,05-01-2025,userId-33231498-b236-4891-a2ec-9b322e4dbcff_2025_01_04_00_00_00.json,15:30.5,male,1966,59,94.5,VIP,2,04-01-2025
a1e5635a-c10b-438f-997a-e4efceee4be1,095e3581-c21b-4abb-9602-8579d32c6c8e,17-02-2025 00:00,16-03-2025 00:00,34586,Smith,Susan,17-06-1977,susan.smith638@email.com,8543865915,68,368,17-03-2025,userId-a1e5635a-c10b-438f-997a-e4efceee4be1_2025_03_16_00_00_00.json,50:38.1,female,1977,48,123.4,RETURNING,5,16-03-2025
f1c34ee1-7fdd-4a37-8c23-121a110a3d42,095e3581-c21b-4abb-9602-8579d32c6c8e,16-07-2025 00:00,20-07-2025 00:00,92578,Smith,Patricia,20-04-1963,patricia.smith727@email.com,5975196341,82,378,21-07-2025,userId-f1c34ee1-7fdd-4a37-8c23-121a110a3d42_2025_07_20_00_00_00.json,45:10.9,female,1963,62,87.1,REGULAR,2,20-07-2025
a360325f-baea-4950-9b6f-aab85c3da565,095e3581-c21b-4abb-9602-8579d32c6c8e,18-08-2024 00:00,13-09-2024 00:00,48254,Cowen,Richard,17-12-1952,richard.cowen280@email.com,3028168523,82,230,14-09-2024,userId-a360325f-baea-4950-9b6f-aab85c3da565_2024_09_13_00_00_00.json,39:45.3,male,1952,73,53.0,REGULAR,4,13-09-2024
ffbfca23-bf02-4903-9013-1809a46f0d7d,095e3581-c21b-4abb-9602-8579d32c6c8e,05-09-2025 00:00,21-09-2025 00:00,76550,Garcia,William,09-01-1992,william.garcia290@email.com,8413332538,72,217,22-09-2025,userId-ffbfca23-bf02-4903-9013-1809a46f0d7d_2025_09_21_00_00_00.json,47:47.8,male,1992,33,64.9,RETURNING,8,21-09-2025
c7b769b1-b627-4b01-8de7-36b0ca099685,095e3581-c21b-4abb-9602-8579d32c6c8e,05-07-2025 00:00,20-07-2025 00:00,34727,Garcia,Jessica,23-04-1967,jessica.garcia586@email.com,2644847276,78,341,21-07-2025,userId-c7b769b1-b627-4b01-8de7-36b0ca099685_2025_07_20_00_00_00.json,59:36.1,female,1967,58,86.9,VIP,8,20-07-2025
319cfd8e-83fa-4c2b-aaf8-9c26f119a4f0,095e3581-c21b-4abb-9602-8579d32c6c8e,25-01-2025 00:00,06-02-2025 00:00,87356,Rodriguez,Robert,11-02-1987,robert.rodriguez896@email.com,8924383984,72,326,07-02-2025,userId-319cfd8e-83fa-4c2b-aaf8-9c26f119a4f0_2025_02_06_00_00_00.json,16:43.8,male,1987,38,97.5,NEW,3,06-02-2025
31495715-edd5-40b0-99f5-f4050f98edea,095e3581-c21b-4abb-9602-8579d32c6c8e,23-02-2025 00:00,22-03-2025 00:00,91691,Garcia,Barbara,23-07-1986,barbara.garcia666@email.com,7586857685,72,219,23-03-2025,userId-31495715-edd5-40b0-99f5-f4050f98edea_2025_03_22_00_00_00.json,30:50.8,female,1986,39,65.5,NEW,10,22-03-2025
831eda37-3534-4e17-9193-13d61ce1a7f4,095e3581-c21b-4abb-9602-8579d32c6c8e,11-03-2024 00:00,18-03-2024 00:00,93066,Johnson,William,23-02-1985,william.johnson455@email.com,1124327519,77,258,19-03-2024,userId-831eda37-3534-4e17-9193-13d61ce1a7f4_2024_03_18_00_00_00.json,30:13.5,male,1985,40,67.4,VIP,6,18-03-2024
a94d6bff-07f0-4cc0-9236-d67f6945aee9,095e3581-c21b-4abb-9602-8579d32c6c8e,17-03-2025 00:00,21-03-2025 00:00,20350,Williams,Robert,20-07-1960,robert.williams635@email.com,3934040683,84,305,22-03-2025,userId-a94d6bff-07f0-4cc0-9236-d67f6945aee9_2025_03_21_00_00_00.json,41:47.3,male,1960,65,67.0,RETURNING,8,21-03-2025
a5ac846e-e18e-41d1-a38d-008716d7de60,095e3581-c21b-4abb-9602-8579d32c6c8e,15-10-2025 00:00,23-10-2025 00:00,98815,Jones,Richard,18-03-1974,richard.jones76@email.com,7818568548,76,370,24-10-2025,userId-a5ac846e-e18e-41d1-a38d-008716d7de60_2025_10_23_00_00_00.json,50:37.5,male,1974,51,99.3,REGULAR,5,23-10-2025
eaea3377-a969-416e-88e5-bb31f38e37f8,095e3581-c21b-4abb-9602-8579d32c6c8e,22-07-2024 00:00,03-08-2024 00:00,57049,Martinez,William,19-05-1999,william.martinez717@email.com,2268006448,83,227,04-08-2024,userId-eaea3377-a969-416e-88e5-bb31f38e37f8_2024_08_03_00_00_00.json,52:35.5,male,1999,26,51.1,NEW,10,03-08-2024
ef56789b-4cbc-471f-a29d-5b9145ba85ff,095e3581-c21b-4abb-9602-8579d32c6c8e,03-12-2025 00:00,27-12-2025 00:00,89569,Brown,Barbara,26-06-1992,barbara.brown225@email.com,3734252963,69,355,28-12-2025,userId-ef56789b-4cbc-471f-a29d-5b9145ba85ff_2025_12_27_00_00_00.json,49:26.3,female,1992,33,115.6,NEW,1,27-12-2025
2a7f8bfe-0aa9-45b4-846f-c8f2041ce0de,095e3581-c21b-4abb-9602-8579d32c6c8e,12-11-2024 00:00,07-12-2024 00:00,48680,Johnson,Robert,11-12-1973,robert.johnson426@email.com,1754368373,69,348,08-12-2024,userId-2a7f8bfe-0aa9-45b4-846f-c8f2041ce0de_2024_12_07_00_00_00.json,18:44.6,male,1973,52,113.3,VIP,3,07-12-2024
b57fc89f-ab73-4684-95b8-db77dd2364d0,095e3581-c21b-4abb-9602-8579d32c6c8e,20-09-2024 00:00,19-10-2024 00:00,19869,Davis,James,05-04-1997,james.davis881@email.com,7688606771,83,275,20-10-2024,userId-b57fc89f-ab73-4684-95b8-db77dd2364d0_2024_10_19_00_00_00.json,15:35.1,male,1997,28,61.9,VIP,9,19-10-2024
40023b0b-2a70-4bce-b229-b95c4f9f2f18,095e3581-c21b-4abb-9602-8579d32c6c8e,06-05-2024 00:00,20-05-2024 00:00,98452,Johnson,Elizabeth,08-08-1968,elizabeth.johnson26@email.com,3620283102,76,349,21-05-2024,userId-40023b0b-2a70-4bce-b229-b95c4f9f2f18_2024_05_20_00_00_00.json,51:14.8,female,1968,57,93.7,VIP,7,20-05-2024
