scan_id,user_id,associate_login_email,scanning_mode,store_num,app,date,source_metadata,tar,mesh,measures,weight,pose_count,distance,gender,age,height,type,date_partition,process_date,load_filename,load_timestamp,pipeline,status,year,month,multiscan_num,pipeline_metadata,scan_quality,retry_count,confidence_score
02568f50-f70e-404c-bad9-a5a9d118b369,9392bffd-569e-4c77-9ed2-1c0c51c2f412,scan+dxl.sm9500@formcut.us,self,9500,095e3581-c21b-4abb-9602-8579d32c6c8e,07-09-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""Android Tablet"", ""app_version"": ""2.1.0"", ""scan_duration"": 86}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/02568f50-f70e-404c-bad9-a5a9d118b369/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/02568f50-f70e-404c-bad9-a5a9d118b369/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/02568f50-f70e-404c-bad9-a5a9d118b369/measure_results_composite.yaml,309,4,40,male,56,69,2d3d-silhouette-2.0.0,30,08-09-2024,scanId-02568f50-f70e-404c-bad9-a5a9d118b369_2024_09_07_00_00_00.json,31:10.8,dar-measure_3.3.0,complete,2024,9,1,"{""version"": ""3.2"", ""quality_score"": 0.95}",POOR,0,0.92
d9aac055-59c2-4bda-bdb1-7b10d959cd5c,ee1ed0c1-92b0-4faa-87d3-d2c637ba7ed0,scan+dxl.sm9451@formcut.us,assisted,9451,095e3581-c21b-4abb-9602-8579d32c6c8e,23-08-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPhone14,2"", ""app_version"": ""2.3.7"", ""scan_duration"": 70}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/d9aac055-59c2-4bda-bdb1-7b10d959cd5c/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/d9aac055-59c2-4bda-bdb1-7b10d959cd5c/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/d9aac055-59c2-4bda-bdb1-7b10d959cd5c/measure_results_composite.yaml,303,2,36,male,69,84,2d3d-silhouette-2.1.0,20,24-08-2025,scanId-d9aac055-59c2-4bda-bdb1-7b10d959cd5c_2025_08_23_00_00_00.json,32:40.4,standard-pipeline-1.0,complete,2025,8,3,"{""version"": ""1.3"", ""quality_score"": 0.98}",EXCELLENT,0,0.77
b1b929ca-e2ee-424f-8759-d3abc22a6728,01e93a7b-946d-4738-86e4-a74e4071760f,scan+dxl.sm9451@formcut.us,assisted,9451,095e3581-c21b-4abb-9602-8579d32c6c8e,20-05-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad14,5"", ""app_version"": ""2.3.6"", ""scan_duration"": 113}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/b1b929ca-e2ee-424f-8759-d3abc22a6728/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/b1b929ca-e2ee-424f-8759-d3abc22a6728/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/b1b929ca-e2ee-424f-8759-d3abc22a6728/measure_results_composite.yaml,340,4,32,male,36,81,2d3d-silhouette-2.1.0,30,21-05-2024,scanId-b1b929ca-e2ee-424f-8759-d3abc22a6728_2024_05_20_00_00_00.json,38:55.3,dar-measure_3.3.0,complete,2024,5,1,"{""version"": ""2.0"", ""quality_score"": 0.86}",EXCELLENT,2,0.85
d5b4e6f1-c7c6-4f8f-aec5-cdbd47bed0ce,73e5ecac-f9a6-4f68-b787-808326230791,scan+dxl.sm9600@formcut.us,assisted,9600,095e3581-c21b-4abb-9602-8579d32c6c8e,20-10-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad13,8"", ""app_version"": ""2.2.3"", ""scan_duration"": 60}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/d5b4e6f1-c7c6-4f8f-aec5-cdbd47bed0ce/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/d5b4e6f1-c7c6-4f8f-aec5-cdbd47bed0ce/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/d5b4e6f1-c7c6-4f8f-aec5-cdbd47bed0ce/measure_results_composite.yaml,357,2,36,male,47,75,3d-full-body-1.0,30,21-10-2025,scanId-d5b4e6f1-c7c6-4f8f-aec5-cdbd47bed0ce_2025_10_20_00_00_00.json,57:50.4,dar-measure_3.3.0,processing,2025,10,2,"{""version"": ""3.1"", ""quality_score"": 0.94}",EXCELLENT,1,0.95
08f0b6a2-5b8b-4016-be98-71f63fedae19,0a52f25c-046d-46a9-8db5-09ff61f6ab7f,scan+dxl.sm9851@formcut.us,self,9851,095e3581-c21b-4abb-9602-8579d32c6c8e,25-02-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad14,5"", ""app_version"": ""2.4.4"", ""scan_duration"": 45}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/08f0b6a2-5b8b-4016-be98-71f63fedae19/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/08f0b6a2-5b8b-4016-be98-71f63fedae19/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/08f0b6a2-5b8b-4016-be98-71f63fedae19/measure_results_composite.yaml,209,3,36,female,71,80,2d3d-silhouette-2.0.0,25,26-02-2025,scanId-08f0b6a2-5b8b-4016-be98-71f63fedae19_2025_02_25_00_00_00.json,45:54.3,dar-measure_3.3.0,complete,2025,2,1,"{""version"": ""3.2"", ""quality_score"": 0.88}",GOOD,0,0.93
b625b7bf-6e9e-4b81-8244-830ae6e527b1,11a2ac90-a7ff-4f9c-8711-104f7dcef831,scan+dxl.sm9451@formcut.us,self,9451,095e3581-c21b-4abb-9602-8579d32c6c8e,02-07-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad13,8"", ""app_version"": ""2.2.7"", ""scan_duration"": 52}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/b625b7bf-6e9e-4b81-8244-830ae6e527b1/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/b625b7bf-6e9e-4b81-8244-830ae6e527b1/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/b625b7bf-6e9e-4b81-8244-830ae6e527b1/measure_results_composite.yaml,339,4,38,female,45,83,2d3d-silhouette-2.1.0,30,03-07-2024,scanId-b625b7bf-6e9e-4b81-8244-830ae6e527b1_2024_07_02_00_00_00.json,18:12.2,standard-pipeline-1.0,complete,2024,7,2,"{""version"": ""3.2"", ""quality_score"": 0.97}",POOR,0,0.92
09bbc34f-a286-464a-b90a-f404f890fae2,49709f49-6d33-47be-a195-dfef4333b6bf,scan+dxl.sm9100@formcut.us,assisted,9100,095e3581-c21b-4abb-9602-8579d32c6c8e,11-06-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad14,5"", ""app_version"": ""2.2.0"", ""scan_duration"": 113}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/09bbc34f-a286-464a-b90a-f404f890fae2/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/09bbc34f-a286-464a-b90a-f404f890fae2/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/09bbc34f-a286-464a-b90a-f404f890fae2/measure_results_composite.yaml,262,2,38,male,27,75,2d3d-silhouette-2.1.0,10,12-06-2024,scanId-09bbc34f-a286-464a-b90a-f404f890fae2_2024_06_11_00_00_00.json,58:20.4,dar-measure_3.3.0,complete,2024,6,3,"{""version"": ""1.3"", ""quality_score"": 0.88}",GOOD,0,0.92
246415c5-9742-48e9-b48c-aff68acdbab0,76277b60-68f1-4d85-be2b-a211ef02af8e,scan+dxl.sm9500@formcut.us,assisted,9500,095e3581-c21b-4abb-9602-8579d32c6c8e,22-07-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""Android Tablet"", ""app_version"": ""2.4.8"", ""scan_duration"": 117}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/246415c5-9742-48e9-b48c-aff68acdbab0/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/246415c5-9742-48e9-b48c-aff68acdbab0/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/246415c5-9742-48e9-b48c-aff68acdbab0/measure_results_composite.yaml,274,2,38,female,33,81,2d3d-silhouette-2.0.0,15,23-07-2025,scanId-246415c5-9742-48e9-b48c-aff68acdbab0_2025_07_22_00_00_00.json,49:38.5,dar-measure_3.2.0,complete,2025,7,1,"{""version"": ""3.0"", ""quality_score"": 0.88}",FAIR,1,0.94
00102aa7-8a81-4aca-b9d8-372552fab2d1,7b15031a-4f99-49e0-b4d5-40c1481195f2,scan+dxl.sm9600@formcut.us,self,9600,095e3581-c21b-4abb-9602-8579d32c6c8e,03-04-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad13,8"", ""app_version"": ""2.1.8"", ""scan_duration"": 59}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/00102aa7-8a81-4aca-b9d8-372552fab2d1/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/00102aa7-8a81-4aca-b9d8-372552fab2d1/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/00102aa7-8a81-4aca-b9d8-372552fab2d1/measure_results_composite.yaml,222,4,38,male,53,74,2d3d-silhouette-2.0.0,30,04-04-2024,scanId-00102aa7-8a81-4aca-b9d8-372552fab2d1_2024_04_03_00_00_00.json,55:57.3,dar-measure_3.3.0,error,2024,4,1,"{""version"": ""3.1"", ""quality_score"": 0.96}",GOOD,0,0.87
fe77fe8a-38e3-43e9-b10f-99f1949cd7b9,a46aef51-ea99-4a6a-92ed-6ccd572d7ef8,scan+dxl.sm9422@formcut.us,self,9422,095e3581-c21b-4abb-9602-8579d32c6c8e,10-07-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad14,5"", ""app_version"": ""3.4.8"", ""scan_duration"": 56}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/fe77fe8a-38e3-43e9-b10f-99f1949cd7b9/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/fe77fe8a-38e3-43e9-b10f-99f1949cd7b9/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/fe77fe8a-38e3-43e9-b10f-99f1949cd7b9/measure_results_composite.yaml,330,3,36,female,62,71,2d3d-silhouette-2.0.0,30,11-07-2025,scanId-fe77fe8a-38e3-43e9-b10f-99f1949cd7b9_2025_07_10_00_00_00.json,18:21.1,dar-measure_3.2.0,processing,2025,7,1,"{""version"": ""1.1"", ""quality_score"": 0.95}",EXCELLENT,2,0.79
21ff93c6-8fb0-4a64-9ba3-25d653b434a2,35ce103d-55d9-486c-a5f8-c218f370cbba,scan+dxl.sm9200@formcut.us,self,9200,095e3581-c21b-4abb-9602-8579d32c6c8e,14-03-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPhone14,2"", ""app_version"": ""3.1.4"", ""scan_duration"": 88}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/21ff93c6-8fb0-4a64-9ba3-25d653b434a2/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/21ff93c6-8fb0-4a64-9ba3-25d653b434a2/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/21ff93c6-8fb0-4a64-9ba3-25d653b434a2/measure_results_composite.yaml,375,2,32,male,40,79,2d3d-silhouette-2.1.0,10,15-03-2024,scanId-21ff93c6-8fb0-4a64-9ba3-25d653b434a2_2024_03_14_00_00_00.json,59:52.1,standard-pipeline-1.0,complete,2024,3,1,"{""version"": ""2.1"", ""quality_score"": 0.96}",EXCELLENT,0,0.92
f0a4c12e-19cf-4ce5-9934-ebe87f7f5a32,4d526bd8-a80c-463d-9b3a-369629a61b21,scan+dxl.sm9100@formcut.us,assisted,9100,095e3581-c21b-4abb-9602-8579d32c6c8e,10-04-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad14,5"", ""app_version"": ""2.5.2"", ""scan_duration"": 90}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/f0a4c12e-19cf-4ce5-9934-ebe87f7f5a32/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/f0a4c12e-19cf-4ce5-9934-ebe87f7f5a32/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/f0a4c12e-19cf-4ce5-9934-ebe87f7f5a32/measure_results_composite.yaml,283,3,38,male,65,71,3d-full-body-1.0,10,11-04-2024,scanId-f0a4c12e-19cf-4ce5-9934-ebe87f7f5a32_2024_04_10_00_00_00.json,42:51.5,dar-measure_3.2.0,complete,2024,4,1,"{""version"": ""1.4"", ""quality_score"": 0.96}",POOR,0,0.87
5f1456ba-a408-4f64-a395-45287e8a79f7,c88a839c-b1aa-4c0a-8258-074dd47e93e4,scan+dxl.sm9588@formcut.us,self,9588,095e3581-c21b-4abb-9602-8579d32c6c8e,19-03-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPhone14,2"", ""app_version"": ""2.2.6"", ""scan_duration"": 105}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/5f1456ba-a408-4f64-a395-45287e8a79f7/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/5f1456ba-a408-4f64-a395-45287e8a79f7/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/5f1456ba-a408-4f64-a395-45287e8a79f7/measure_results_composite.yaml,383,2,40,male,36,74,2d3d-silhouette-2.0.0,25,20-03-2024,scanId-5f1456ba-a408-4f64-a395-45287e8a79f7_2024_03_19_00_00_00.json,11:12.1,dar-measure_3.3.0,complete,2024,3,1,"{""version"": ""2.2"", ""quality_score"": 0.94}",EXCELLENT,0,0.92
80d19722-8345-44fe-be4f-3a9f37b0ba35,8d553b0e-ec2a-4db4-aed6-47ffb8ecb656,scan+dxl.sm9588@formcut.us,assisted,9588,095e3581-c21b-4abb-9602-8579d32c6c8e,26-06-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""Android Tablet"", ""app_version"": ""2.1.6"", ""scan_duration"": 64}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/80d19722-8345-44fe-be4f-3a9f37b0ba35/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/80d19722-8345-44fe-be4f-3a9f37b0ba35/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/80d19722-8345-44fe-be4f-3a9f37b0ba35/measure_results_composite.yaml,378,3,40,female,57,69,2d3d-silhouette-2.1.0,20,27-06-2025,scanId-80d19722-8345-44fe-be4f-3a9f37b0ba35_2025_06_26_00_00_00.json,33:52.1,dar-measure_3.2.0,complete,2025,6,1,"{""version"": ""3.3"", ""quality_score"": 0.95}",EXCELLENT,1,0.76
8d5b2479-20df-4742-a9cc-b1c059ca56fa,c7ded83a-5fce-4dd0-86d4-d394a71f5964,scan+dxl.sm9200@formcut.us,assisted,9200,095e3581-c21b-4abb-9602-8579d32c6c8e,03-09-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPhone14,2"", ""app_version"": ""2.4.8"", ""scan_duration"": 68}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/8d5b2479-20df-4742-a9cc-b1c059ca56fa/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/8d5b2479-20df-4742-a9cc-b1c059ca56fa/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/8d5b2479-20df-4742-a9cc-b1c059ca56fa/measure_results_composite.yaml,347,2,32,male,74,83,2d3d-silhouette-2.1.0,20,04-09-2024,scanId-8d5b2479-20df-4742-a9cc-b1c059ca56fa_2024_09_03_00_00_00.json,13:17.7,dar-measure_3.2.0,error,2024,9,1,"{""version"": ""3.4"", ""quality_score"": 0.95}",FAIR,0,0.98
c67ce966-a132-4e1f-93a8-8527c0331cf6,47c2a1a3-dfc9-4ce5-b0cf-16f5f01bbab2,scan+dxl.sm9500@formcut.us,assisted,9500,095e3581-c21b-4abb-9602-8579d32c6c8e,30-06-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""Android Tablet"", ""app_version"": ""2.4.3"", ""scan_duration"": 93}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/c67ce966-a132-4e1f-93a8-8527c0331cf6/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/c67ce966-a132-4e1f-93a8-8527c0331cf6/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/c67ce966-a132-4e1f-93a8-8527c0331cf6/measure_results_composite.yaml,240,4,34,male,41,68,3d-full-body-1.0,10,01-07-2024,scanId-c67ce966-a132-4e1f-93a8-8527c0331cf6_2024_06_30_00_00_00.json,35:27.4,dar-measure_3.3.0,complete,2024,6,1,"{""version"": ""3.3"", ""quality_score"": 0.94}",FAIR,0,0.88
