customer_id,email_id,email_address,email_type,is_valid,opt_in,opt_in_date,bounce_count,last_verified,create_date,modify_date,create_user_id,modify_user_id
10,2,mary.jones919@hotmail.com,SECONDARY,1,0,16-06-2013 00:00,1,17-11-2020 00:00,16-06-2013 00:00,17-11-2020 00:00,1000,1000
11,1,william.hernandez568@icloud.com,WORK,1,0,28-01-2012 00:00,2,06-03-2025 00:00,28-01-2012 00:00,06-03-2025 00:00,1000,2000
12,1,linda.lopez4@gmail.com,PRIMARY,1,1,17-09-2014 00:00,1,07-05-2016 00:00,17-09-2014 00:00,07-05-2016 00:00,2000,-2
13,1,john.martinez795@yahoo.com,PRIMARY,0,1,30-01-2014 00:00,2,16-09-2025 00:00,30-01-2014 00:00,16-09-2025 00:00,-1,2000
14,1,john.brown499@yahoo.com,PERSONAL,1,0,27-02-2012 00:00,0,21-09-2013 00:00,27-02-2012 00:00,21-09-2013 00:00,1000,-1
15,1,jessica.williams671@hotmail.com,PERSONAL,1,1,25-04-2014 00:00,3,01-06-2021 00:00,25-04-2014 00:00,01-06-2021 00:00,-2,-2
15,2,jessica.williams336@icloud.com,WORK,1,0,20-07-2014 00:00,1,08-09-2015 00:00,20-07-2014 00:00,08-09-2015 00:00,-2,-2
16,1,jennifer.garcia838@icloud.com,BUSINESS,1,1,20-05-2013 00:00,1,27-12-2018 00:00,20-05-2013 00:00,27-12-2018 00:00,-1,1000
16,2,jennifer.garcia49@icloud.com,PRIMARY,1,0,04-03-2012 00:00,0,05-02-2018 00:00,04-03-2012 00:00,05-02-2018 00:00,-1,-2
17,1,michael.smith917@icloud.com,WORK,1,1,28-01-2013 00:00,0,02-11-2023 00:00,28-01-2013 00:00,02-11-2023 00:00,-1,-1
17,2,michael.smith34@outlook.com,BUSINESS,1,1,13-07-2013 00:00,2,21-08-2020 00:00,13-07-2013 00:00,21-08-2020 00:00,2000,-2
17,3,michael.smith612@aol.com,SECONDARY,1,1,22-11-2012 00:00,2,08-08-2017 00:00,22-11-2012 00:00,08-08-2017 00:00,1000,2000
18,1,mary.smith922@aol.com,WORK,1,1,19-05-2014 00:00,0,15-09-2022 00:00,19-05-2014 00:00,15-09-2022 00:00,2000,2000
19,1,thomas.hernandez816@aol.com,BUSINESS,1,1,21-03-2013 00:00,3,07-02-2024 00:00,21-03-2013 00:00,07-02-2024 00:00,-1,2000
19,2,thomas.hernandez940@yahoo.com,SECONDARY,1,0,23-03-2013 00:00,3,27-11-2013 00:00,23-03-2013 00:00,27-11-2013 00:00,2000,-2
20,1,jessica.garcia980@gmail.com,WORK,1,0,21-02-2012 00:00,3,02-07-2016 00:00,21-02-2012 00:00,02-07-2016 00:00,-2,-2
21,1,elizabeth.williams571@outlook.com,PRIMARY,1,0,19-05-2013 00:00,3,04-09-2017 00:00,19-05-2013 00:00,04-09-2017 00:00,1000,-2
21,2,elizabeth.williams414@yahoo.com,SECONDARY,0,1,07-12-2013 00:00,2,31-08-2020 00:00,07-12-2013 00:00,31-08-2020 00:00,1000,1000
21,3,elizabeth.williams441@aol.com,PRIMARY,1,0,20-09-2014 00:00,3,23-02-2016 00:00,20-09-2014 00:00,23-02-2016 00:00,-2,1000
22,1,joseph.martinez333@yahoo.com,SECONDARY,0,1,25-01-2013 00:00,1,12-04-2019 00:00,25-01-2013 00:00,12-04-2019 00:00,-2,1000
23,1,john.williams604@aol.com,PRIMARY,1,1,31-10-2012 00:00,3,19-07-2020 00:00,31-10-2012 00:00,19-07-2020 00:00,-2,-2
24,1,jennifer.taylor166@aol.com,WORK,0,0,14-09-2014 00:00,0,24-06-2020 00:00,14-09-2014 00:00,24-06-2020 00:00,2000,-2
25,1,susan.rodriguez617@icloud.com,SECONDARY,1,1,27-07-2014 00:00,2,10-01-2017 00:00,27-07-2014 00:00,10-01-2017 00:00,-1,-2
26,1,michael.hernandez189@outlook.com,BUSINESS,1,1,16-09-2012 00:00,3,26-01-2017 00:00,16-09-2012 00:00,26-01-2017 00:00,2000,-1
27,1,joseph.martinez859@yahoo.com,PRIMARY,1,1,10-06-2012 00:00,3,12-10-2023 00:00,10-06-2012 00:00,12-10-2023 00:00,2000,-2
27,2,joseph.martinez434@yahoo.com,BUSINESS,1,1,22-04-2014 00:00,3,15-10-2022 00:00,22-04-2014 00:00,15-10-2022 00:00,-2,1000
27,3,joseph.martinez876@aol.com,BUSINESS,0,0,07-08-2012 00:00,2,14-05-2013 00:00,07-08-2012 00:00,14-05-2013 00:00,1000,-2
28,1,barbara.martinez721@icloud.com,BUSINESS,1,0,03-06-2014 00:00,2,13-05-2021 00:00,03-06-2014 00:00,13-05-2021 00:00,1000,-2
29,1,michael.martinez28@outlook.com,BUSINESS,0,0,16-07-2014 00:00,3,20-02-2020 00:00,16-07-2014 00:00,20-02-2020 00:00,1000,2000
29,2,michael.martinez390@aol.com,PERSONAL,1,1,13-03-2012 00:00,3,24-12-2018 00:00,13-03-2012 00:00,24-12-2018 00:00,2000,2000
30,1,thomas.jackson327@icloud.com,SECONDARY,1,0,03-04-2013 00:00,1,07-03-2015 00:00,03-04-2013 00:00,07-03-2015 00:00,2000,-2
31,1,james.thomas322@hotmail.com,BUSINESS,1,0,08-08-2012 00:00,0,29-11-2014 00:00,08-08-2012 00:00,29-11-2014 00:00,-1,-1
32,1,robert.martin913@outlook.com,BUSINESS,1,1,05-10-2013 00:00,2,15-10-2021 00:00,05-10-2013 00:00,15-10-2021 00:00,-1,2000
33,1,john.johnson255@icloud.com,PERSONAL,0,0,26-01-2013 00:00,3,19-09-2016 00:00,26-01-2013 00:00,19-09-2016 00:00,-2,2000
34,1,mary.rodriguez841@aol.com,PRIMARY,1,1,16-11-2013 00:00,1,15-03-2020 00:00,16-11-2013 00:00,15-03-2020 00:00,1000,-2
34,2,mary.rodriguez391@outlook.com,BUSINESS,1,0,10-06-2013 00:00,0,02-02-2025 00:00,10-06-2013 00:00,02-02-2025 00:00,-1,1000
35,1,linda.moore598@hotmail.com,WORK,1,0,06-09-2013 00:00,3,21-06-2024 00:00,06-09-2013 00:00,21-06-2024 00:00,-2,-1
35,2,linda.moore814@aol.com,PERSONAL,1,1,10-05-2013 00:00,3,13-05-2016 00:00,10-05-2013 00:00,13-05-2016 00:00,1000,2000
36,1,linda.thomas707@aol.com,BUSINESS,1,0,22-01-2012 00:00,0,30-09-2021 00:00,22-01-2012 00:00,30-09-2021 00:00,1000,-1
36,2,linda.thomas704@yahoo.com,BUSINESS,1,0,23-05-2014 00:00,0,11-04-2020 00:00,23-05-2014 00:00,11-04-2020 00:00,2000,2000
37,1,joseph.taylor576@hotmail.com,PRIMARY,1,0,15-03-2014 00:00,0,15-01-2020 00:00,15-03-2014 00:00,15-01-2020 00:00,-1,1000
37,2,joseph.taylor816@hotmail.com,SECONDARY,0,1,27-07-2012 00:00,1,19-05-2020 00:00,27-07-2012 00:00,19-05-2020 00:00,1000,-2
38,1,william.williams298@aol.com,BUSINESS,1,0,29-06-2014 00:00,0,16-12-2018 00:00,29-06-2014 00:00,16-12-2018 00:00,1000,2000
38,2,william.williams444@gmail.com,PERSONAL,1,1,28-05-2012 00:00,0,18-05-2015 00:00,28-05-2012 00:00,18-05-2015 00:00,1000,1000
39,1,michael.johnson687@icloud.com,PRIMARY,0,1,29-12-2012 00:00,1,18-02-2019 00:00,29-12-2012 00:00,18-02-2019 00:00,2000,2000
39,2,michael.johnson248@aol.com,SECONDARY,0,0,22-07-2014 00:00,1,01-02-2018 00:00,22-07-2014 00:00,01-02-2018 00:00,-2,2000
40,1,mary.williams708@icloud.com,WORK,1,0,23-01-2013 00:00,0,20-12-2015 00:00,23-01-2013 00:00,20-12-2015 00:00,-1,2000
41,1,charles.brown333@yahoo.com,SECONDARY,1,1,11-05-2013 00:00,0,21-06-2024 00:00,11-05-2013 00:00,21-06-2024 00:00,-2,-1
42,1,richard.martin371@hotmail.com,WORK,0,1,23-03-2012 00:00,0,17-12-2018 00:00,23-03-2012 00:00,17-12-2018 00:00,1000,1000
43,1,charles.thomas889@outlook.com,PRIMARY,1,0,05-10-2012 00:00,0,21-10-2021 00:00,05-10-2012 00:00,21-10-2021 00:00,1000,1000
44,1,joseph.jackson511@yahoo.com,WORK,0,1,25-03-2012 00:00,0,27-04-2013 00:00,25-03-2012 00:00,27-04-2013 00:00,1000,1000
45,1,barbara.johnson220@aol.com,SECONDARY,1,1,21-11-2012 00:00,0,05-04-2021 00:00,21-11-2012 00:00,05-04-2021 00:00,1000,1000
45,2,barbara.johnson75@aol.com,PRIMARY,1,0,02-06-2012 00:00,0,11-08-2012 00:00,02-06-2012 00:00,11-08-2012 00:00,-2,2000
46,1,karen.garcia650@icloud.com,PERSONAL,1,0,13-01-2013 00:00,0,22-12-2015 00:00,13-01-2013 00:00,22-12-2015 00:00,-2,1000
48,1,mary.lopez993@outlook.com,SECONDARY,1,1,30-06-2013 00:00,0,18-04-2022 00:00,30-06-2013 00:00,18-04-2022 00:00,1000,-1
48,2,mary.lopez474@gmail.com,PERSONAL,1,1,01-09-2012 00:00,0,19-05-2017 00:00,01-09-2012 00:00,19-05-2017 00:00,1000,-2
49,1,barbara.anderson16@yahoo.com,SECONDARY,1,0,26-09-2013 00:00,2,10-12-2021 00:00,26-09-2013 00:00,10-12-2021 00:00,1000,1000
49,2,barbara.anderson515@icloud.com,PRIMARY,1,0,26-01-2014 00:00,0,18-04-2016 00:00,26-01-2014 00:00,18-04-2016 00:00,1000,1000
50,1,michael.jackson495@yahoo.com,SECONDARY,1,1,07-09-2014 00:00,0,30-03-2019 00:00,07-09-2014 00:00,30-03-2019 00:00,-1,1000
51,1,patricia.taylor604@yahoo.com,BUSINESS,1,1,26-02-2012 00:00,0,09-12-2023 00:00,26-02-2012 00:00,09-12-2023 00:00,2000,-2
51,2,patricia.taylor816@aol.com,PERSONAL,0,1,18-07-2012 00:00,0,19-04-2018 00:00,18-07-2012 00:00,19-04-2018 00:00,2000,1000
52,1,charles.thomas547@gmail.com,BUSINESS,1,0,30-12-2013 00:00,0,06-10-2024 00:00,30-12-2013 00:00,06-10-2024 00:00,-1,-1
53,1,elizabeth.taylor307@hotmail.com,WORK,1,0,22-03-2012 00:00,2,23-12-2017 00:00,22-03-2012 00:00,23-12-2017 00:00,1000,-1
53,2,elizabeth.taylor127@yahoo.com,PERSONAL,1,0,06-01-2012 00:00,0,08-04-2018 00:00,06-01-2012 00:00,08-04-2018 00:00,1000,2000
54,1,michael.jackson490@outlook.com,PERSONAL,1,0,01-07-2014 00:00,0,22-07-2021 00:00,01-07-2014 00:00,22-07-2021 00:00,-1,2000
55,1,elizabeth.hernandez10@aol.com,PERSONAL,1,0,21-03-2012 00:00,2,05-05-2021 00:00,21-03-2012 00:00,05-05-2021 00:00,-2,-2
57,1,jessica.taylor70@icloud.com,PERSONAL,1,1,25-10-2012 00:00,0,26-10-2018 00:00,25-10-2012 00:00,26-10-2018 00:00,-2,2000
57,2,jessica.taylor127@outlook.com,WORK,1,1,29-08-2012 00:00,0,20-05-2013 00:00,29-08-2012 00:00,20-05-2013 00:00,1000,1000
57,3,jessica.taylor703@gmail.com,PERSONAL,0,1,30-04-2012 00:00,0,18-10-2021 00:00,30-04-2012 00:00,18-10-2021 00:00,-1,2000
58,1,thomas.hernandez788@aol.com,WORK,1,1,23-06-2012 00:00,0,14-10-2018 00:00,23-06-2012 00:00,14-10-2018 00:00,1000,-1
59,1,patricia.williams859@icloud.com,PRIMARY,1,1,14-10-2012 00:00,0,08-02-2016 00:00,14-10-2012 00:00,08-02-2016 00:00,1000,-1
60,1,elizabeth.johnson141@aol.com,SECONDARY,1,1,13-07-2012 00:00,0,09-02-2016 00:00,13-07-2012 00:00,09-02-2016 00:00,-1,1000
61,1,linda.martin34@aol.com,PRIMARY,1,0,14-01-2013 00:00,0,28-07-2021 00:00,14-01-2013 00:00,28-07-2021 00:00,1000,2000
62,1,michael.lopez28@outlook.com,WORK,1,1,31-01-2013 00:00,0,06-04-2023 00:00,31-01-2013 00:00,06-04-2023 00:00,2000,1000
62,2,michael.lopez701@hotmail.com,PERSONAL,1,0,30-03-2014 00:00,2,31-12-2021 00:00,30-03-2014 00:00,31-12-2021 00:00,-1,1000
63,1,karen.martin421@hotmail.com,WORK,1,1,12-09-2013 00:00,0,29-11-2016 00:00,12-09-2013 00:00,29-11-2016 00:00,2000,2000
64,1,linda.johnson114@gmail.com,PRIMARY,1,1,18-05-2014 00:00,0,30-10-2022 00:00,18-05-2014 00:00,30-10-2022 00:00,-1,-1
65,1,joseph.williams650@yahoo.com,PRIMARY,0,1,25-02-2014 00:00,0,05-02-2025 00:00,25-02-2014 00:00,05-02-2025 00:00,-2,-1
66,1,joseph.davis276@gmail.com,PRIMARY,1,1,20-08-2013 00:00,0,31-10-2015 00:00,20-08-2013 00:00,31-10-2015 00:00,-2,2000
67,1,jennifer.williams554@yahoo.com,WORK,1,0,24-09-2013 00:00,0,22-06-2024 00:00,24-09-2013 00:00,22-06-2024 00:00,1000,-2
67,2,jennifer.williams114@icloud.com,PRIMARY,1,1,05-08-2012 00:00,0,08-06-2014 00:00,05-08-2012 00:00,08-06-2014 00:00,-1,-2
68,1,charles.davis243@hotmail.com,PERSONAL,1,1,29-07-2013 00:00,0,18-06-2016 00:00,29-07-2013 00:00,18-06-2016 00:00,2000,-1
69,1,david.moore640@gmail.com,PERSONAL,1,0,03-11-2012 00:00,3,06-03-2023 00:00,03-11-2012 00:00,06-03-2023 00:00,1000,-1
69,2,david.moore739@outlook.com,PERSONAL,1,0,28-04-2013 00:00,0,19-11-2018 00:00,28-04-2013 00:00,19-11-2018 00:00,-2,-1
70,1,linda.martin829@outlook.com,SECONDARY,1,1,25-03-2013 00:00,3,08-06-2021 00:00,25-03-2013 00:00,08-06-2021 00:00,1000,1000
71,1,linda.gonzalez960@icloud.com,SECONDARY,1,0,05-09-2012 00:00,0,02-12-2023 00:00,05-09-2012 00:00,02-12-2023 00:00,-2,-1
71,2,linda.gonzalez259@hotmail.com,PRIMARY,0,1,04-07-2013 00:00,0,30-12-2015 00:00,04-07-2013 00:00,30-12-2015 00:00,2000,2000
72,1,james.martinez6@icloud.com,WORK,1,0,30-10-2012 00:00,1,22-03-2016 00:00,30-10-2012 00:00,22-03-2016 00:00,1000,1000
73,1,william.garcia994@aol.com,SECONDARY,1,1,23-12-2013 00:00,3,17-03-2020 00:00,23-12-2013 00:00,17-03-2020 00:00,-2,-1
74,1,david.jones393@hotmail.com,PRIMARY,1,1,12-04-2013 00:00,3,18-04-2013 00:00,12-04-2013 00:00,18-04-2013 00:00,1000,-2
75,1,elizabeth.wilson245@gmail.com,SECONDARY,0,0,23-06-2013 00:00,3,09-04-2015 00:00,23-06-2013 00:00,09-04-2015 00:00,1000,-1
76,1,sarah.lopez430@gmail.com,WORK,1,1,16-08-2013 00:00,0,21-09-2022 00:00,16-08-2013 00:00,21-09-2022 00:00,-1,-1
76,2,sarah.lopez648@aol.com,BUSINESS,1,1,27-02-2014 00:00,3,26-03-2014 00:00,27-02-2014 00:00,26-03-2014 00:00,-2,-1
77,1,thomas.wilson714@hotmail.com,BUSINESS,1,1,26-04-2012 00:00,0,21-05-2023 00:00,26-04-2012 00:00,21-05-2023 00:00,2000,2000
78,1,william.anderson630@outlook.com,PRIMARY,0,1,12-02-2014 00:00,0,11-04-2024 00:00,12-02-2014 00:00,11-04-2024 00:00,1000,2000
79,1,elizabeth.williams610@yahoo.com,WORK,0,0,06-01-2013 00:00,1,30-06-2015 00:00,06-01-2013 00:00,30-06-2015 00:00,-1,2000
79,2,elizabeth.williams295@hotmail.com,PRIMARY,0,1,20-02-2012 00:00,2,13-12-2016 00:00,20-02-2012 00:00,13-12-2016 00:00,-1,-2
80,1,david.davis768@aol.com,SECONDARY,0,1,21-03-2012 00:00,2,12-02-2017 00:00,21-03-2012 00:00,12-02-2017 00:00,2000,1000
82,1,william.brown932@yahoo.com,SECONDARY,1,1,16-10-2013 00:00,1,11-10-2019 00:00,16-10-2013 00:00,11-10-2019 00:00,-2,-1
83,1,susan.smith824@outlook.com,PRIMARY,1,0,21-05-2013 00:00,0,21-06-2019 00:00,21-05-2013 00:00,21-06-2019 00:00,-2,2000
84,1,charles.jackson603@aol.com,PERSONAL,1,0,14-01-2013 00:00,0,17-03-2022 00:00,14-01-2013 00:00,17-03-2022 00:00,-2,2000
84,2,charles.jackson873@yahoo.com,WORK,1,1,10-07-2013 00:00,3,22-07-2016 00:00,10-07-2013 00:00,22-07-2016 00:00,2000,2000
84,3,charles.jackson973@aol.com,WORK,0,0,29-04-2013 00:00,3,03-11-2023 00:00,29-04-2013 00:00,03-11-2023 00:00,-2,1000
85,1,david.jackson558@icloud.com,BUSINESS,1,0,11-08-2013 00:00,2,12-09-2018 00:00,11-08-2013 00:00,12-09-2018 00:00,-2,-2
86,1,barbara.martinez154@aol.com,BUSINESS,0,1,31-07-2012 00:00,0,13-02-2021 00:00,31-07-2012 00:00,13-02-2021 00:00,-2,1000
87,1,david.jackson670@hotmail.com,BUSINESS,1,0,21-03-2013 00:00,1,23-05-2015 00:00,21-03-2013 00:00,23-05-2015 00:00,1000,2000
88,1,jessica.thomas718@gmail.com,SECONDARY,0,1,19-02-2014 00:00,1,08-07-2022 00:00,19-02-2014 00:00,08-07-2022 00:00,-2,-1
89,1,joseph.rodriguez283@aol.com,WORK,0,0,22-03-2014 00:00,3,04-09-2020 00:00,22-03-2014 00:00,04-09-2020 00:00,1000,-2
89,2,joseph.rodriguez899@gmail.com,BUSINESS,1,1,28-12-2013 00:00,0,30-04-2016 00:00,28-12-2013 00:00,30-04-2016 00:00,2000,-2
89,3,joseph.rodriguez32@aol.com,BUSINESS,1,0,23-05-2012 00:00,0,21-12-2024 00:00,23-05-2012 00:00,21-12-2024 00:00,2000,-1
90,1,mary.johnson803@gmail.com,WORK,1,0,22-08-2013 00:00,3,21-10-2021 00:00,22-08-2013 00:00,21-10-2021 00:00,-1,-1
91,1,mary.martin953@aol.com,BUSINESS,1,1,02-12-2012 00:00,3,07-06-2024 00:00,02-12-2012 00:00,07-06-2024 00:00,-2,1000
91,2,mary.martin258@hotmail.com,PRIMARY,0,1,13-07-2013 00:00,3,04-03-2020 00:00,13-07-2013 00:00,04-03-2020 00:00,-2,1000
92,1,sarah.davis12@yahoo.com,PERSONAL,0,0,27-06-2012 00:00,1,12-11-2022 00:00,27-06-2012 00:00,12-11-2022 00:00,-1,1000
92,2,sarah.davis637@yahoo.com,SECONDARY,1,0,05-08-2012 00:00,0,12-04-2014 00:00,05-08-2012 00:00,12-04-2014 00:00,1000,-1
93,1,james.johnson575@yahoo.com,PRIMARY,1,0,08-10-2013 00:00,1,22-04-2021 00:00,08-10-2013 00:00,22-04-2021 00:00,1000,1000
93,2,james.johnson753@gmail.com,PERSONAL,1,1,29-07-2013 00:00,0,01-05-2021 00:00,29-07-2013 00:00,01-05-2021 00:00,1000,2000
94,1,william.anderson374@hotmail.com,PRIMARY,1,0,20-04-2012 00:00,1,03-02-2024 00:00,20-04-2012 00:00,03-02-2024 00:00,2000,-2
95,1,michael.wilson610@hotmail.com,BUSINESS,1,1,27-11-2013 00:00,0,20-12-2019 00:00,27-11-2013 00:00,20-12-2019 00:00,-2,-1
96,1,thomas.gonzalez330@outlook.com,PRIMARY,1,1,06-07-2014 00:00,0,01-11-2023 00:00,06-07-2014 00:00,01-11-2023 00:00,-1,1000
96,2,thomas.gonzalez122@outlook.com,PRIMARY,1,1,05-04-2014 00:00,0,05-12-2014 00:00,05-04-2014 00:00,05-12-2014 00:00,2000,-2
96,3,thomas.gonzalez109@yahoo.com,PRIMARY,1,1,10-11-2013 00:00,3,01-04-2024 00:00,10-11-2013 00:00,01-04-2024 00:00,2000,-2
98,1,thomas.williams582@outlook.com,SECONDARY,1,0,18-07-2013 00:00,3,29-01-2017 00:00,18-07-2013 00:00,29-01-2017 00:00,1000,1000
99,1,patricia.moore448@outlook.com,BUSINESS,0,1,02-09-2013 00:00,3,28-12-2023 00:00,02-09-2013 00:00,28-12-2023 00:00,-2,-2
99,2,patricia.moore508@gmail.com,PERSONAL,1,1,20-02-2013 00:00,0,11-02-2019 00:00,20-02-2013 00:00,11-02-2019 00:00,2000,-2
100,1,william.moore108@outlook.com,BUSINESS,0,1,09-02-2012 00:00,1,03-07-2016 00:00,09-02-2012 00:00,03-07-2016 00:00,-1,1000
101,1,mary.wilson164@icloud.com,PERSONAL,0,0,14-10-2012 00:00,0,20-09-2014 00:00,14-10-2012 00:00,20-09-2014 00:00,-1,2000
102,1,susan.miller556@hotmail.com,BUSINESS,1,1,27-10-2012 00:00,1,15-03-2025 00:00,27-10-2012 00:00,15-03-2025 00:00,1000,-2
102,2,susan.miller267@gmail.com,WORK,1,0,16-03-2013 00:00,2,10-02-2014 00:00,16-03-2013 00:00,10-02-2014 00:00,-2,-1
103,1,william.brown662@yahoo.com,PERSONAL,1,1,01-03-2014 00:00,3,17-10-2023 00:00,01-03-2014 00:00,17-10-2023 00:00,-2,-1
104,1,karen.brown334@yahoo.com,WORK,1,0,02-07-2013 00:00,0,24-12-2023 00:00,02-07-2013 00:00,24-12-2023 00:00,1000,-1
104,2,karen.brown569@aol.com,PERSONAL,1,0,03-03-2012 00:00,1,05-06-2016 00:00,03-03-2012 00:00,05-06-2016 00:00,-1,2000
105,1,barbara.johnson541@icloud.com,SECONDARY,1,0,06-06-2014 00:00,0,11-07-2014 00:00,06-06-2014 00:00,11-07-2014 00:00,2000,2000
106,1,michael.garcia873@aol.com,PERSONAL,1,0,09-12-2012 00:00,0,06-09-2018 00:00,09-12-2012 00:00,06-09-2018 00:00,2000,-2
106,2,michael.garcia733@hotmail.com,SECONDARY,1,0,21-01-2013 00:00,3,08-12-2016 00:00,21-01-2013 00:00,08-12-2016 00:00,1000,-1
106,3,michael.garcia684@yahoo.com,WORK,0,0,03-09-2012 00:00,3,07-04-2023 00:00,03-09-2012 00:00,07-04-2023 00:00,-1,2000
107,1,karen.johnson351@outlook.com,PERSONAL,1,0,17-03-2012 00:00,0,27-11-2015 00:00,17-03-2012 00:00,27-11-2015 00:00,-1,1000
108,1,karen.martin425@gmail.com,WORK,1,1,10-05-2014 00:00,1,22-11-2021 00:00,10-05-2014 00:00,22-11-2021 00:00,1000,1000
109,1,richard.hernandez260@icloud.com,BUSINESS,1,1,11-06-2012 00:00,0,12-06-2019 00:00,11-06-2012 00:00,12-06-2019 00:00,-1,-1
110,1,susan.martinez595@outlook.com,PERSONAL,1,0,13-06-2014 00:00,3,14-11-2016 00:00,13-06-2014 00:00,14-11-2016 00:00,-1,-2
111,1,charles.miller814@icloud.com,PERSONAL,1,0,13-08-2013 00:00,2,23-03-2024 00:00,13-08-2013 00:00,23-03-2024 00:00,-1,-2
112,1,linda.rodriguez642@outlook.com,SECONDARY,1,1,16-12-2013 00:00,0,21-02-2016 00:00,16-12-2013 00:00,21-02-2016 00:00,1000,2000
112,2,linda.rodriguez88@outlook.com,SECONDARY,1,1,11-05-2012 00:00,0,07-07-2025 00:00,11-05-2012 00:00,07-07-2025 00:00,-1,-2
113,1,john.brown456@yahoo.com,WORK,1,0,10-08-2013 00:00,0,26-08-2022 00:00,10-08-2013 00:00,26-08-2022 00:00,-1,-2
114,1,jessica.wilson445@icloud.com,PERSONAL,1,0,15-09-2014 00:00,0,31-07-2015 00:00,15-09-2014 00:00,31-07-2015 00:00,-2,2000
114,2,jessica.wilson814@icloud.com,PERSONAL,1,1,27-06-2014 00:00,1,10-12-2021 00:00,27-06-2014 00:00,10-12-2021 00:00,-1,2000
114,3,jessica.wilson6@icloud.com,PRIMARY,1,1,05-03-2014 00:00,0,19-02-2025 00:00,05-03-2014 00:00,19-02-2025 00:00,1000,-2
115,1,karen.williams210@hotmail.com,WORK,0,1,05-05-2012 00:00,0,10-05-2014 00:00,05-05-2012 00:00,10-05-2014 00:00,1000,1000
115,2,karen.williams145@hotmail.com,WORK,0,1,15-09-2014 00:00,0,21-09-2020 00:00,15-09-2014 00:00,21-09-2020 00:00,-2,2000
116,1,karen.rodriguez176@outlook.com,PERSONAL,1,1,10-05-2013 00:00,0,23-10-2022 00:00,10-05-2013 00:00,23-10-2022 00:00,1000,-2
118,1,jessica.thomas268@outlook.com,WORK,1,0,06-04-2012 00:00,0,14-02-2018 00:00,06-04-2012 00:00,14-02-2018 00:00,-2,-2
120,1,patricia.martin837@gmail.com,WORK,0,0,05-06-2013 00:00,0,07-03-2023 00:00,05-06-2013 00:00,07-03-2023 00:00,1000,1000
121,1,linda.martin408@aol.com,PRIMARY,0,0,28-03-2012 00:00,2,28-11-2012 00:00,28-03-2012 00:00,28-11-2012 00:00,1000,-1
122,1,michael.taylor587@hotmail.com,WORK,1,0,12-01-2014 00:00,3,01-02-2019 00:00,12-01-2014 00:00,01-02-2019 00:00,1000,-1
123,1,sarah.lopez657@yahoo.com,BUSINESS,1,1,31-03-2013 00:00,0,12-03-2023 00:00,31-03-2013 00:00,12-03-2023 00:00,1000,1000
123,2,sarah.lopez547@yahoo.com,WORK,1,1,21-04-2013 00:00,0,07-11-2013 00:00,21-04-2013 00:00,07-11-2013 00:00,-1,-2
124,1,joseph.lopez776@icloud.com,SECONDARY,1,0,10-02-2014 00:00,0,09-12-2016 00:00,10-02-2014 00:00,09-12-2016 00:00,2000,-1
125,1,susan.smith111@hotmail.com,PRIMARY,0,0,09-11-2013 00:00,1,02-04-2017 00:00,09-11-2013 00:00,02-04-2017 00:00,-1,2000
126,1,john.thomas430@yahoo.com,BUSINESS,0,0,29-03-2014 00:00,3,29-05-2025 00:00,29-03-2014 00:00,29-05-2025 00:00,1000,-1
